Age,Income,Loan_Amount,Credit_Score,Employment_Years,Debt_to_Income,Default
25,146367,25278,332,6,0.4445073091809768,1
41,51325,6542,814,21,0.4445384640646963,0
31,47597,47231,556,23,0.33640765950545215,0
45,92439,7415,425,20,0.2953981054608208,0
56,39551,48751,412,5,0.1316221207135088,0
47,118287,17905,641,0,0.3469232989804214,0
58,49278,26601,347,7,0.22155751454421405,0
59,116189,43155,663,0,0.12662373231282573,0
42,40141,26563,697,15,0.2651901152187176,0
61,92913,45955,494,2,0.14373450936390256,0
60,58615,11643,620,27,0.38987091146428443,0
42,147058,29044,437,1,0.3518345323565383,0
31,87751,16246,654,5,0.4962144986980438,0
59,137684,7458,369,7,0.23381677181962482,0
25,52452,11028,782,23,0.28576453273500135,0
41,47725,43215,358,6,0.4444751943192031,1
38,75391,39716,688,6,0.5964722601157557,0
28,145288,11306,650,23,0.5520848787232273,0
25,100060,46019,638,20,0.360412449221739,0
50,138535,45860,735,18,0.43897364793330695,0
35,36698,32678,749,17,0.36596116328798955,0
24,133875,29908,676,2,0.31740276595223116,0
45,111711,17363,690,10,0.40114884476914814,0
58,102850,19066,780,10,0.2932496126627854,0
37,134733,37711,413,2,0.24009417787053036,0
25,27365,5189,471,27,0.45283695140084235,1
45,122553,16752,317,22,0.5359867064403482,1
55,122662,12482,534,0,0.24401215302532428,0
51,68372,21679,609,22,0.45344580886944363,0
39,69134,29552,580,21,0.3170095018456254,0
40,62823,5799,495,26,0.2510425185922903,0
52,96158,30381,414,9,0.4105554892715937,1
40,121076,14934,696,29,0.5697072311220768,0
40,140060,24084,717,1,0.27584574066337697,0
43,131087,46556,583,25,0.4797396510898604,0
45,26949,14909,627,16,0.2573490412386319,0
33,74396,30931,640,8,0.501934190590804,0
51,133336,30868,520,17,0.47999236219711794,0
59,56912,48558,308,19,0.48281638581254627,0
52,81947,18846,381,8,0.5988540340009534,1
57,145460,27257,593,24,0.17025878590320723,0
40,122697,33013,674,27,0.2944196165613474,0
57,69387,42482,833,10,0.4154060833292078,0
51,88965,27875,714,16,0.39523773622177183,0
54,41508,29717,398,13,0.49031654230310684,1
39,70592,16408,681,17,0.12345479087293834,0
49,134249,40607,803,17,0.45252558438714063,0
32,26919,41281,746,11,0.4688619783111698,0
54,67595,32326,643,17,0.13055055797567408,0
38,34617,18601,724,7,0.36934117861593185,0
27,100268,6135,605,28,0.22249635224453976,0
25,58298,27741,447,7,0.500813630685665,1
41,131153,16913,753,25,0.12480680309687722,0
48,31929,15101,332,27,0.17308207364798264,0
36,127653,23631,800,7,0.15222688564493633,0
27,39456,11548,618,27,0.13260885272579218,0
35,134599,42284,492,19,0.4000368315086855,1
32,111676,41870,479,14,0.5342734612807677,1
60,108721,32215,817,7,0.35548656233226894,0
30,62924,42279,690,13,0.20529076095709167,0
47,49240,24215,820,12,0.27189813424598586,0
37,112381,30582,656,22,0.280183111035027,0
26,34228,19024,763,7,0.32581769883214795,0
31,46686,16413,398,16,0.3102691829749613,0
24,36920,21319,447,18,0.4355756261954381,1
34,32432,24446,615,25,0.269956085518255,0
64,88575,45743,481,5,0.43148269640594306,0
51,135507,37036,846,16,0.3733867254975324,0
27,96725,17621,602,3,0.12425442352549679,0
38,118575,15511,303,24,0.5598360421082303,1
40,58910,24923,406,6,0.18897869678737703,0
63,146764,15558,374,16,0.32576442796959304,0
56,55226,37235,339,28,0.5737986006141835,0
47,98150,5526,418,27,0.223666600717604,0
26,84099,6753,372,21,0.11108227426993031,0
50,137557,31248,503,21,0.34502491246370603,0
58,111760,19656,395,27,0.2119655980201066,0
41,43013,28266,578,17,0.39101376160231516,0
42,46446,15220,442,5,0.5085540563383855,1
31,140450,23038,414,29,0.35560995782230487,0
26,130209,17741,775,9,0.4225146724417038,0
57,128193,9841,432,17,0.4330761979137039,1
27,95375,41809,467,23,0.5102672483025343,1
47,87509,35575,544,6,0.44396340448920646,0
25,127261,46733,576,13,0.5880860758957909,0
60,120739,19418,558,21,0.32810562654468356,0
60,25557,42185,345,13,0.12512918676350768,0
56,55666,46745,645,9,0.29701345174112437,0
22,62389,32881,536,21,0.5199390213266145,1
45,72700,19587,352,24,0.16653382668566794,0
57,124143,27268,447,8,0.4679699262901985,1
27,49578,5448,832,25,0.3678307291460644,0
62,99779,42353,389,9,0.5503330485381935,0
52,34596,13108,532,1,0.46559483335910057,1
41,82500,16443,350,2,0.4302620552830265,0
45,97534,27435,693,15,0.5434389646491667,0
46,35129,38062,513,9,0.5541099636465423,1
57,88394,6238,750,22,0.2924583522176528,0
42,91046,20321,638,10,0.5639236559220265,0
51,36596,21074,650,9,0.12734900093140886,0
45,90355,18049,584,11,0.48128331394342316,0
63,37974,40584,544,28,0.2682654710578416,1
51,91673,6098,849,13,0.34369847278285537,0
43,137004,19679,525,29,0.5178749430070615,0
49,145294,39505,740,8,0.4185193619329073,0
28,118433,40533,773,27,0.32874551226671456,0
56,95202,16434,743,12,0.18196662139161543,0
49,99442,49859,711,29,0.5696323977552227,0
35,46818,38178,545,5,0.2662387382706549,1
31,68246,32575,799,10,0.15058076181340427,0
37,80598,24329,849,0,0.3820733735815587,0
37,27654,42554,416,26,0.3031398956057285,1
52,58758,46837,663,14,0.3952555802186527,0
63,49204,23493,503,6,0.21676498118381607,0
46,59928,26830,650,10,0.2893644325468602,0
34,145428,43603,618,16,0.586254186858189,0
27,78609,39754,658,4,0.5682681045186653,0
30,55552,13126,816,8,0.53219087190753,0
57,138440,46838,788,25,0.48956043120452863,0
64,35336,45068,406,15,0.17827988743400183,1
41,72037,27093,471,10,0.333465294971552,0
39,41206,40171,818,25,0.4639513929388326,0
64,59831,13262,827,24,0.23088378292398995,0
42,68563,48270,619,16,0.1165371065785695,0
25,43361,25785,336,5,0.3090494496621051,1
54,66335,44469,798,14,0.31257069820401007,0
48,99469,8295,564,28,0.13255012871114666,0
28,142355,20687,701,2,0.2603077895697472,0
27,50816,7121,517,27,0.5586500298937287,1
36,40619,8582,629,8,0.22514840351880763,0
39,128223,35280,485,29,0.3845799086256506,0
53,117479,47589,680,11,0.34394099014835744,0
32,51819,43468,508,18,0.5310628905621567,1
41,36741,45000,587,17,0.4267751218739332,1
45,148297,42056,387,15,0.17921474740260337,0
36,147330,36672,435,7,0.17143436342177856,0
28,33798,6085,457,18,0.3787436137631611,0
42,50143,20891,454,4,0.12323318117789797,0
63,74695,20600,762,11,0.2967654729947171,0
47,57747,37458,519,5,0.29950553957574955,0
35,137870,13645,758,11,0.1981665606048353,0
58,124187,46578,466,25,0.2505061046684782,0
42,46182,46596,621,14,0.2649741207004819,0
39,147728,9874,811,29,0.10587929957639827,0
26,34415,18767,386,9,0.5029457017804777,1
24,36085,31825,844,16,0.5787231246073418,1
44,40008,15913,574,6,0.2446332620844993,0
47,112638,21215,440,26,0.15599277882626625,0
58,43452,23733,652,6,0.5767760715925015,1
45,147166,19332,304,20,0.47027551057947636,1
40,89075,9432,681,24,0.5455712141237148,0
46,33120,27559,633,10,0.28043807568746426,0
42,89385,31570,774,1,0.3420311378812526,0
33,98356,45033,329,20,0.5651198530426128,1
62,135205,11103,646,1,0.3297762235543732,0
54,43170,48780,792,13,0.4360476469546233,0
25,41259,20900,794,17,0.45239939740492197,0
63,47099,7031,687,15,0.5185569212803287,1
28,34649,22633,552,27,0.5875894955556672,0
43,120791,28192,329,10,0.2674496665499754,0
54,84258,24940,641,8,0.2237254246618117,0
38,66037,46287,586,6,0.13885297459270993,0
45,36805,13988,696,3,0.5282687617682948,0
55,140996,43067,808,15,0.24633993595031453,0
49,148527,17952,543,13,0.12480639767385451,0
64,68147,32369,520,10,0.5326352364095733,1
62,99280,40862,455,29,0.35495471392122036,0
60,71053,7977,682,7,0.519156602274824,0
43,131777,43493,619,10,0.37724097988279004,0
38,122841,6268,672,26,0.2568648743823335,0
55,116393,21756,830,28,0.1648907958609124,0
27,149726,25764,514,19,0.3185807563852239,0
27,101215,45385,666,16,0.11327452129674045,0
55,137909,20032,413,27,0.40122972142134816,0
22,120365,34478,499,29,0.31383231835649017,0
31,35985,16885,324,25,0.1707618170707684,0
42,118823,14796,420,29,0.36511724540642687,0
26,37391,44047,302,18,0.5004553485804111,1
23,29861,37863,744,9,0.5874001430901158,1
43,88582,20478,553,11,0.36367924904207405,0
23,76928,37117,319,0,0.16477548052162014,1
31,59364,25753,503,1,0.5053530928722512,1
55,107399,25325,656,17,0.4478942944909853,0
37,122035,12021,427,6,0.5769856237771708,0
60,143000,20185,657,15,0.36760649889199826,0
43,145844,10868,591,12,0.27855195755917395,0
33,118330,18071,473,3,0.5814200602316292,1
45,67923,13041,654,9,0.3692222907181034,0
61,32919,21515,336,27,0.10795283815411669,0
59,80896,49075,609,8,0.3368345063418504,0
31,133638,45058,383,17,0.10118901546619338,0
56,110818,30966,809,8,0.4688539066614791,0
53,72396,44284,743,21,0.3829725567793366,0
28,59840,47109,719,9,0.15490055599519856,0
42,67255,49470,504,7,0.5065056536234828,1
41,96160,27290,787,22,0.36821861860712324,0
47,124242,35702,387,10,0.15703018884141542,0
25,33176,33223,551,12,0.18000543762941432,0
43,58529,38575,330,23,0.5110519259354224,0
36,81406,49168,720,12,0.2777434377325919,0
61,37941,26661,360,15,0.5105480379244115,1
42,26669,21439,525,12,0.1347516789688962,1
36,130432,41432,634,24,0.22192953114705202,0
43,110782,38511,410,11,0.48229129786263203,0
49,142373,36147,790,14,0.42085106046001663,0
35,69859,34114,571,28,0.25341225949662705,0
48,80786,11030,333,15,0.5680132184498217,1
62,76083,29515,511,7,0.20553311772494184,0
61,65076,35333,599,5,0.524889784713815,0
49,45323,5079,672,23,0.4478719357808538,1
47,124430,34048,424,7,0.160558537730801,0
23,31021,49900,402,1,0.37755781379525033,1
46,129741,7966,419,17,0.5649537903659781,1
24,64807,8728,846,10,0.4094480244459754,0
29,145061,42304,630,16,0.3644036991872126,0
54,75355,43581,608,9,0.2831615953430707,0
63,127439,29794,711,1,0.49439407034510763,0
56,138415,5947,698,22,0.5565296069418209,0
27,69732,17565,605,26,0.4766583940715776,0
60,33711,20844,462,18,0.46262467977196553,1
44,88079,5594,364,19,0.19624518454914183,0
46,32904,26414,515,19,0.5169931709655278,1
64,89033,35690,325,19,0.12034792755053278,0
40,125587,21524,343,1,0.47868073826798474,1
26,111478,32469,389,26,0.20543501722411064,0
32,145035,24439,432,5,0.34363063499224455,0
33,114787,31206,460,16,0.44761697351571395,1
31,80096,41973,679,11,0.4795392065360088,0
29,115594,26555,560,29,0.5440419705970713,0
45,125781,12782,682,4,0.2412960721474293,0
49,28093,7660,668,1,0.21216012151428656,0
62,49918,44624,410,8,0.5981231036874073,1
57,97743,11089,376,1,0.20377908439124434,0
58,87636,10318,508,21,0.4327403733631767,1
42,83806,31605,312,19,0.5763723457077701,1
29,34394,34400,847,13,0.5482779934898928,0
30,149501,20405,324,21,0.32163171871362595,0
36,117510,35209,845,14,0.4187908355569022,0
61,118708,13062,439,1,0.3645481415218147,0
39,122819,22424,574,27,0.2733277915585237,0
63,138145,46274,669,17,0.1722110505290265,0
41,129531,28987,521,11,0.5016971153381389,0
27,38280,49419,336,6,0.14522084386453485,0
33,61303,25556,428,15,0.4048136906782208,1
23,52453,32601,615,18,0.39718458625532804,0
28,146692,24330,622,2,0.2674121692827416,0
37,133886,20730,732,14,0.16770427874911245,0
24,85695,8236,517,14,0.499818563665295,0
24,93449,8680,547,6,0.330962206058661,0
48,50765,35312,410,7,0.46263644573897633,0
64,27340,26191,446,6,0.10824290102666775,0
61,116715,49066,643,2,0.1372515821385116,0
59,118409,22921,808,18,0.18792384226380995,0
54,63057,41640,804,22,0.15691904194415626,0
49,25597,39635,433,18,0.19585338548086886,0
22,82988,41688,763,28,0.44324403412807534,0
29,119655,10693,490,17,0.12349853625609394,0
58,40025,25266,462,29,0.11893280605352521,0
53,32145,48716,755,6,0.11582605124177733,0
64,126206,31488,360,18,0.44882456230376566,0
58,80797,29122,304,4,0.3680677361975947,0
25,66723,46224,336,22,0.285121205834444,0
51,98230,34004,759,12,0.4378039540547656,0
27,29830,11331,516,1,0.3768021361240751,1
40,48930,26566,438,23,0.10366742028803147,0
53,48752,47262,398,17,0.5192748724810243,1
30,133138,47154,563,3,0.27509219159570275,0
33,101025,45899,523,3,0.29978063161449253,0
32,123228,49564,310,7,0.4911449774800607,1
37,106304,25778,626,10,0.19354540786480137,0
22,87040,38926,649,0,0.10503592772227874,0
42,133668,25751,678,27,0.5544191723649526,0
51,92696,22528,530,8,0.3527391277709364,0
34,136572,5068,440,5,0.2747635650498569,0
55,89648,8717,348,3,0.5095227898097703,1
25,80030,20218,750,5,0.11314745659761535,0
49,81815,48968,790,12,0.20114541056934113,0
59,110669,30402,504,28,0.17764403123744307,0
52,137789,36643,708,21,0.468915342128035,0
48,60690,47129,706,28,0.25604337534148314,0
26,113406,34152,350,29,0.48645337276976075,1
46,115032,16526,474,8,0.12073822196879755,0
24,82923,31916,560,26,0.40405778890007926,0
54,61572,47975,779,13,0.2591103621867791,0
25,79030,31028,522,11,0.193459967629153,0
46,92904,31709,568,3,0.5083824962088794,0
41,138461,46999,617,7,0.30612506179828347,0
55,131397,20063,684,16,0.38581479860505485,0
47,127236,9723,518,21,0.11654192188977106,0
26,54203,9213,353,4,0.4958122586392151,0
56,102088,27797,499,2,0.2434412727693633,0
49,30608,41234,638,3,0.4467030688857676,1
50,146323,24410,604,7,0.48023729239304724,0
30,70667,28382,544,15,0.15855812873642164,0
59,80547,7747,507,10,0.24795028198728206,0
27,47485,28655,810,26,0.4617200409948229,1
40,132596,35348,558,25,0.21608877372223714,0
32,34862,17454,679,26,0.5240869760272736,0
23,128835,17587,462,29,0.25598676544157495,0
30,100948,27555,640,1,0.30116510378328953,0
42,111890,33071,829,7,0.14987167361440443,0
45,96880,25239,333,6,0.17383755930468878,0
55,82560,36602,622,0,0.23771081412078235,0
43,140063,7203,480,28,0.12445441412472544,0
24,131191,18635,646,1,0.19651613987308228,0
33,108529,6144,491,22,0.3044715133330672,0
49,119218,37699,545,26,0.2899811234336245,0
51,139462,24083,544,12,0.19934718991349573,0
47,53415,31127,432,10,0.14022534192672556,0
42,89523,17213,496,2,0.2590739174170288,0
49,44323,21944,646,1,0.47267330379965855,1
47,78214,6187,348,15,0.3550497860881102,0
54,42997,8133,363,0,0.5734019871099639,1
42,146266,8411,403,6,0.16994316387185462,0
56,82003,39457,512,2,0.20365897232685845,0
55,28679,42175,816,21,0.24014976681949843,0
62,120025,40191,418,15,0.10650094990652062,0
39,65308,11728,541,25,0.5716902392284406,1
32,100024,38744,579,23,0.32268191572148397,0
44,64842,27881,723,5,0.34082473861557805,0
43,90408,17801,662,13,0.17892871324929419,0
38,94532,15548,605,22,0.5363488450537832,0
26,78938,37886,785,10,0.4463161183215344,0
32,30695,39310,613,21,0.31568049376195506,0
51,120740,24427,812,22,0.5389857483230471,0
36,83499,5972,466,20,0.5527288691321579,1
48,48382,38683,693,24,0.12474027051902933,0
56,39235,11621,362,18,0.15966229485643899,0
54,87223,31013,571,21,0.11381414967815076,0
41,27366,19530,336,24,0.39086512354913205,0
37,52467,12354,315,0,0.208971930088118,0
55,84316,42359,642,20,0.5224640417664962,0
23,137468,28223,645,12,0.33295693025879425,0
56,31764,46232,838,19,0.5188548731970636,0
61,115896,17550,532,8,0.3778026117310981,0
49,138831,27660,715,26,0.49808389859084,0
60,86836,36029,566,28,0.2859275040986188,0
27,56923,35268,625,10,0.5726969202732196,0
30,148961,31340,742,0,0.4335793612312556,1
41,120711,9290,375,12,0.3977452721989696,0
22,41292,35138,546,19,0.2761783419120958,1
29,149913,11446,612,0,0.5685919894522383,0
44,26614,18432,642,2,0.2688672001138386,0
24,45939,6522,481,19,0.5179297176130531,1
25,137700,38329,698,16,0.3021541079641695,0
46,43800,8540,540,4,0.48359200075079745,1
59,81440,17328,591,5,0.5559389577903666,0
36,48246,39247,353,16,0.33280355848037413,0
42,77805,11677,444,9,0.3630676061200493,0
56,146327,46616,655,10,0.2651714529663928,0
35,74648,30947,776,12,0.1273478363875876,0
57,140192,18520,321,28,0.4262405989908601,0
33,81851,49711,630,9,0.15982126226952784,0
38,56688,27805,591,13,0.27702946434782194,0
60,118498,35444,535,27,0.2747469549282048,0
30,54764,25143,328,12,0.17550190973728727,0
56,57470,15292,459,27,0.43335515795710244,0
34,63501,47844,829,3,0.1872996654093461,0
36,82207,21017,849,19,0.4891681745898724,0
39,87157,30323,400,29,0.22463953575027581,0
54,28216,46423,589,16,0.2436437430145573,0
27,47072,46713,676,17,0.2718641510266655,0
48,118778,27320,472,10,0.17637628044262785,0
44,149288,13774,642,9,0.31713224331185885,0
48,62132,7205,490,20,0.1401625621116149,0
55,135573,17342,738,17,0.3135580423490898,0
59,145730,9027,642,18,0.2699560662170297,0
35,42861,21327,424,8,0.2691327236050487,0
57,89186,26200,659,4,0.4303371259226618,0
29,137133,12188,802,0,0.4845114372391257,0
56,29960,7808,472,4,0.2779992611276302,1
40,43781,18851,693,2,0.23100734602999165,0
51,131605,20354,760,0,0.3471747173615052,0
35,56126,20058,419,18,0.49385953773733327,1
41,132145,19620,572,26,0.4222864756600293,0
46,47578,36230,657,5,0.11900067388781224,0
61,147258,41681,685,9,0.33996476187260516,0
45,131034,22803,618,4,0.5954825318212715,0
35,42883,7167,560,11,0.27656376384044123,0
47,54782,7144,580,11,0.32035840069726385,0
59,81387,7167,628,16,0.24370336570936893,0
44,41979,47520,423,26,0.3488473447959136,1
43,58746,47136,775,1,0.18046066128452173,0
40,91266,30844,577,20,0.22350681997788038,0
24,25056,33163,392,24,0.4558681541993873,1
63,56457,27920,846,26,0.1691433968432017,0
40,27243,22550,427,13,0.5630718818204804,1
30,80031,41343,831,11,0.25398020424897694,0
49,26701,23254,466,27,0.38751254845932004,0
41,81381,45011,535,12,0.260915338783254,0
28,75438,25147,331,4,0.33901538788740415,0
35,98839,17926,530,4,0.5519006640240013,1
30,105636,38823,490,16,0.13428864092356216,0
40,136302,28991,807,4,0.5281713133537039,0
35,132697,46851,756,23,0.378786843377544,0
59,91483,32563,554,24,0.43253562934368583,0
57,45505,35688,578,25,0.1279435333968326,0
61,31553,34023,355,18,0.48069955865921987,1
38,58525,39130,405,3,0.16388920735524334,0
51,105402,5925,491,6,0.5824105898950305,1
30,121008,21321,577,22,0.4996436381233228,0
54,69348,15769,843,16,0.34643398941920756,0
46,96187,41748,474,10,0.5620834786150432,1
35,32273,45028,384,5,0.1845366410823607,0
32,89236,21151,515,12,0.5958319819391884,1
56,100569,15597,313,11,0.45840952250537315,0
62,28535,39187,336,29,0.14918895680962133,1
35,43677,48835,326,24,0.36829575206908427,0
